顧客ID,c1_購入回数,c1_購入商品数,c1_クーポン割引,c1_購入金額,c2_購入回数,c2_購入商品数,c2_クーポン割引,c2_購入金額,c3_購入回数,c3_購入商品数,c3_クーポン割引,c3_購入金額,c4_購入回数,c4_購入商品数,c4_クーポン割引,c4_購入金額,c5_購入回数,c5_購入商品数,c5_クーポン割引,c5_購入金額,c6_購入回数,c6_購入商品数,c6_クーポン割引,c6_購入金額,c7_購入回数,c7_購入商品数,c7_クーポン割引,c7_購入金額,c8_購入回数,c8_購入商品数,c8_クーポン割引,c8_購入金額,c9_購入回数,c9_購入商品数,c9_クーポン割引,c9_購入金額,c10_購入回数,c10_購入商品数,c10_クーポン割引,c10_購入金額,c11_購入回数,c11_購入商品数,c11_クーポン割引,c11_購入金額,来店頻度,経過日数,総購入金額
649,3,4,0,4627,3,3,0,2536,2,2,0,1421,5,5,0,3289,11,12,0,9225,4,4,0,2892,3,7,0,1734,16,177,0,50419,15,15,0,6167,4,4,0,3551,0,0,0,0,16,12,85861
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,2931,0,0,0,0,0,0,0,0,1,58,2931
651,0,0,0,0,9,10,0,5540,0,0,0,0,1,1,0,176,2,2,0,1599,2,2,0,1332,0,0,0,0,14,42,0,8739,0,0,0,0,0,0,0,0,0,0,0,0,14,32,17386
652,3,7,0,3777,1,1,0,637,1,1,0,888,3,5,0,2359,3,6,-124,3433,3,4,0,1951,1,1,0,443,3,9,0,7154,3,3,0,1376,0,0,0,0,1,1,0,1779,3,54,23797
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,4092,1,1,0,6383,0,0,0,0,0,0,0,0,1,58,10475
654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,333,34,35,0,14169,42,44,0,9012,0,0,0,0,0,0,0,0,42,1,23514
655,7,7,0,4090,8,9,0,6042,3,3,0,2093,8,8,0,3373,11,17,0,8491,4,4,0,1866,0,0,0,0,41,257,-133,128695,17,18,0,8596,3,3,0,1277,2,2,0,2669,41,1,167192
656,1,1,0,710,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,890,0,0,0,0,0,0,0,0,2,6,0,3442,0,0,0,0,0,0,0,0,0,0,0,0,2,45,5042
657,3,4,0,356,4,5,0,3330,4,5,0,4000,5,5,0,2042,8,16,0,7590,1,1,0,231,0,0,0,0,8,120,0,36102,8,31,0,13124,0,0,0,0,0,0,0,0,8,42,66775
658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,0,0,0,0,10,11,0,6705,0,0,0,0,7,7,0,2482,2,3,0,2131,1,2,0,1065,0,0,0,0,13,125,0,48135,6,6,0,2746,0,0,0,0,0,0,0,0,13,34,63264
660,2,3,0,2847,3,5,0,2634,0,0,0,0,3,3,0,1045,6,7,0,2363,0,0,0,0,0,0,0,0,10,118,0,33090,10,18,0,5211,0,0,0,0,0,0,0,0,10,9,47190
661,0,0,0,0,2,2,0,1307,0,0,0,0,1,1,0,140,8,8,0,3989,0,0,0,0,0,0,0,0,8,11,0,2895,8,10,0,5412,2,2,0,2179,0,0,0,0,8,38,15922
662,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,885,1,1,0,1244,0,0,0,0,0,0,0,0,6,70,-445,19820,0,0,0,0,0,0,0,0,0,0,0,0,6,48,21949
663,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,176,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2482,1,1,0,4183,0,0,0,0,0,0,0,0,4,52,6841
664,1,1,0,710,3,3,0,2493,4,5,0,3912,5,5,0,1237,19,35,0,23151,1,1,0,888,0,0,0,0,19,330,0,97477,19,36,0,18246,0,0,0,0,0,0,0,0,19,8,148114
665,3,8,0,1066,1,3,0,1870,2,2,0,1423,4,5,0,2302,4,11,0,6294,4,4,0,2268,1,1,0,267,4,114,0,39623,4,11,0,10497,0,0,0,0,1,3,0,6940,4,11,72550
666,2,2,0,708,1,3,0,789,0,0,0,0,1,1,0,354,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,4796,3,5,0,3394,0,0,0,0,0,0,0,0,3,54,10041
667,2,2,0,1154,1,1,0,286,0,0,0,0,1,1,0,443,4,4,0,2464,1,1,0,431,1,1,0,267,5,47,0,19886,5,18,0,4653,0,0,0,0,0,0,0,0,5,6,29584
668,1,1,0,3916,1,1,0,498,0,0,0,0,1,1,0,176,4,4,0,1690,0,0,0,0,0,0,0,0,8,36,0,14187,8,31,0,4428,0,0,0,0,0,0,0,0,8,44,24895
669,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,7091,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,3636,1,1,0,746,0,0,0,0,0,0,0,0,6,48,11473
670,7,11,0,1408,2,2,0,607,2,2,0,1173,3,6,0,1027,12,14,-97,5239,1,1,0,194,4,4,0,847,37,162,-1513,57999,17,19,0,11677,1,1,0,325,1,1,0,710,37,1,81206
671,2,2,0,1868,2,2,0,2295,0,0,0,0,9,10,0,4233,5,6,0,3645,2,3,0,1859,6,11,0,4753,16,80,0,41269,16,29,0,11599,1,2,0,1155,0,0,0,0,16,7,72676
672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,1,1,0,1423,1,1,0,443,0,0,0,0,3,3,0,1510,3,3,0,2541,1,1,-178,507,0,0,0,0,16,73,0,29361,2,2,0,1100,0,0,0,0,0,0,0,0,16,2,36885
674,0,0,0,0,2,2,0,694,0,0,0,0,3,4,0,520,0,0,0,0,0,0,0,0,0,0,0,0,4,34,-267,15435,0,0,0,0,0,0,0,0,0,0,0,0,4,44,16649
675,2,2,0,708,3,3,0,2249,3,4,0,3072,7,7,0,2892,2,2,0,1296,1,1,-178,368,11,36,0,9581,11,73,0,31692,10,10,0,5588,1,1,0,1066,0,0,0,0,11,38,58512
676,3,4,0,708,3,3,0,2190,1,2,0,3558,6,11,0,2233,1,1,0,534,1,1,0,445,0,0,0,0,13,99,0,42008,13,32,0,17540,6,6,0,2308,0,0,0,0,13,4,71524
677,3,6,0,995,3,4,0,4283,1,2,0,1599,4,5,0,1846,8,10,0,5136,4,4,0,1720,5,5,0,1424,21,86,0,37358,18,19,0,9093,0,0,0,0,2,2,0,2311,21,18,65765
678,1,1,0,176,0,0,0,0,0,0,0,0,2,2,0,511,1,1,0,1066,2,5,0,2562,0,0,0,0,2,35,-890,16201,2,3,0,2046,0,0,0,0,0,0,0,0,2,49,22562
679,1,1,0,621,0,0,0,0,0,0,0,0,4,4,0,2042,3,3,0,1510,1,1,0,496,1,1,0,354,10,67,0,18319,10,12,0,5759,1,1,0,265,0,0,0,0,10,14,29366
680,0,0,0,0,4,8,0,6367,0,0,0,0,4,5,0,1934,2,2,0,1209,0,0,0,0,0,0,0,0,4,59,-178,15590,3,3,0,1595,0,0,0,0,0,0,0,0,4,42,26695
681,1,2,0,178,1,1,0,600,0,0,0,0,1,1,0,176,9,10,0,2000,0,0,0,0,0,0,0,0,46,204,0,46351,9,10,0,3031,0,0,0,0,0,0,0,0,46,1,52336
682,2,2,0,1599,3,3,0,2971,2,2,0,2835,12,15,0,5982,15,26,0,15508,2,3,0,2133,0,0,0,0,15,160,-267,78176,15,18,-178,16484,2,2,0,1528,0,0,0,0,15,5,127216
683,5,5,0,1385,4,7,0,3570,2,3,0,1722,11,11,0,4051,4,4,0,1127,1,1,0,445,1,1,0,301,14,99,0,21229,2,2,0,245,0,0,0,0,1,1,0,1423,14,32,35498
684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,3,3,0,1330,0,0,0,0,2,2,0,1278,8,10,0,3848,0,0,0,0,6,6,0,3697,14,15,0,6005,19,44,0,27690,11,11,0,9367,1,1,0,443,0,0,0,0,19,7,53658
686,1,1,0,532,7,8,0,4981,3,6,0,10283,12,14,0,3807,11,11,0,9597,0,0,0,0,1,1,0,267,16,118,0,62659,7,7,0,7984,0,0,0,0,0,0,0,0,16,14,100110
687,1,1,0,888,0,0,0,0,0,0,0,0,2,2,0,1118,17,74,0,35997,0,0,0,0,0,0,0,0,17,57,0,22700,8,28,0,2666,0,0,0,0,0,0,0,0,17,3,63369
688,2,2,0,799,3,3,0,2240,0,0,0,0,14,16,0,4610,5,5,0,2443,4,4,0,1423,6,6,0,2235,20,72,-329,20030,12,13,0,7734,1,1,-178,977,0,0,0,0,20,7,42491
689,4,5,0,623,8,8,0,2386,1,1,0,710,3,5,0,582,5,5,0,1423,4,4,0,1248,0,0,0,0,11,39,-178,8547,7,7,-489,4876,0,0,0,0,0,0,0,0,11,8,20395
690,4,4,0,20208,2,2,0,1205,0,0,0,0,3,3,0,1157,11,11,0,9225,0,0,0,0,1,1,0,178,16,186,-124,64220,5,5,0,1292,2,2,0,2065,1,1,0,3382,16,13,102932
691,1,1,0,6409,4,4,0,1642,0,0,0,0,2,2,0,949,3,3,0,2252,3,3,0,1423,9,16,0,5278,9,52,0,15480,9,17,0,12534,1,1,0,532,0,0,0,0,9,2,46499
692,4,5,0,2594,5,6,0,6555,7,9,0,4481,10,14,0,3204,10,17,0,4854,4,4,0,2664,3,7,0,1120,10,157,0,43620,10,28,0,13565,0,0,0,0,0,0,0,0,10,14,82657
693,3,3,0,1597,3,3,0,4340,3,4,0,1773,3,6,0,1296,12,15,0,9442,0,0,0,0,0,0,0,0,24,159,0,67069,24,69,0,43762,1,1,0,2669,1,1,0,1779,24,3,133727
694,3,3,0,886,3,3,0,3173,1,1,0,714,3,4,0,1421,8,12,0,5245,0,0,0,0,0,0,0,0,11,142,0,44507,11,15,0,6390,1,1,0,283,0,0,0,0,11,6,62619
695,7,11,0,1474,5,5,0,2933,1,2,0,1781,3,3,0,1373,12,46,0,19339,4,4,0,1260,1,1,0,2669,12,177,-249,80328,12,40,0,26175,10,10,0,5843,0,0,0,0,12,32,143175
696,1,2,0,178,4,4,0,1857,2,2,0,1877,6,9,0,1825,11,11,0,4979,4,4,0,792,7,7,0,1246,26,259,-133,68983,26,26,0,6830,1,1,0,532,0,0,0,0,26,3,89099
697,4,8,0,3202,3,3,0,2694,2,2,0,4530,4,4,0,1417,4,11,0,6254,3,3,-178,2926,1,1,0,977,4,65,0,27074,4,11,0,18269,0,0,0,0,0,0,0,0,4,34,67343
698,1,1,0,211,4,5,0,2742,0,0,0,0,3,3,0,1132,4,5,0,2452,0,0,0,0,0,0,0,0,16,142,-1886,44950,14,15,-427,7355,1,1,0,534,0,0,0,0,16,28,59376
699,0,0,0,0,1,1,0,432,3,3,0,2313,7,7,0,3554,5,7,0,3558,2,2,0,1691,5,5,0,2751,12,119,0,51889,9,9,0,8126,0,0,0,0,0,0,0,0,12,36,74314
700,3,4,0,1387,1,1,0,888,0,0,0,0,2,3,0,1601,4,6,0,3524,2,3,0,9255,10,16,-178,7339,10,37,-97,14787,4,4,0,1154,0,0,0,0,1,1,0,2671,10,16,42606
701,1,1,0,532,4,5,0,3670,0,0,0,0,11,17,0,7271,1,1,0,354,3,3,0,1065,0,0,0,0,12,43,0,20182,9,10,0,5706,1,1,0,229,0,0,0,0,12,9,39009
702,2,2,0,1155,1,2,0,3029,0,0,0,0,3,3,0,1059,13,22,0,5264,1,1,0,710,0,0,0,0,13,197,-195,51867,7,8,0,1791,2,2,0,1200,0,0,0,0,13,34,66075
703,0,0,0,0,0,0,0,0,1,1,0,532,2,2,0,584,4,5,0,3022,0,0,0,0,0,0,0,0,7,44,0,9572,1,1,0,247,0,0,0,0,0,0,0,0,7,42,13957
704,3,4,0,920,1,1,0,484,0,0,0,0,2,2,0,623,5,5,0,3143,2,2,0,562,5,9,0,1779,5,93,0,19583,5,11,0,4461,0,0,0,0,0,0,0,0,5,41,31555
705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,1,1,0,710,1,1,0,733,0,0,0,0,2,2,0,409,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,1903,0,0,0,0,0,0,0,0,0,0,0,0,3,42,3755
707,0,0,0,0,1,1,0,585,0,0,0,0,1,1,0,532,3,3,0,3025,0,0,0,0,3,5,0,2609,9,79,-53,30292,3,3,-89,1777,0,0,0,0,0,0,0,0,9,42,38820
708,1,1,0,354,0,0,0,0,1,1,0,1066,7,8,0,3360,2,2,0,1688,1,1,0,710,1,1,0,443,14,59,0,29945,5,6,0,3198,0,0,0,0,4,4,0,5464,14,7,46228
709,15,15,0,5519,2,2,0,1401,0,0,0,0,9,17,0,3875,3,3,0,1900,3,3,0,2716,22,33,0,15982,22,116,0,46681,9,13,0,5095,0,0,0,0,2,2,0,2669,22,3,85838
710,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1022,0,0,0,0,0,0,0,0,1,1,0,297,1,3,0,528,1,2,0,1367,0,0,0,0,0,0,0,0,1,58,3214
711,11,16,0,2935,2,4,0,1544,5,7,0,3670,5,8,0,2844,27,36,-267,15886,9,9,0,4578,10,24,0,3451,50,585,-1754,184915,50,108,-178,47135,1,1,0,1155,2,2,0,3025,50,1,271138
712,2,2,0,1207,0,0,0,0,0,0,0,0,3,7,0,2840,1,1,0,1066,2,2,0,708,0,0,0,0,3,40,0,14513,1,2,0,211,0,0,0,0,0,0,0,0,3,54,20545
